STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
2914.T,2103.276855,111,2123.14502,2205.366211,0.94,2022-01-06,2022-01-18,8,80.70974713,80.36997955,-0.339767581,1184138.906
8725.T,3448.561279,67,3625.947266,11884.86108,5.14,2022-01-07,2022-01-18,7,89.44745813,88.29434741,-1.15311072,1196023.767
5631.T,4136.410645,61,3882.084229,-15513.91138,-6.15,2022-01-13,2022-01-18,3,91.65082845,89.67208444,-1.978744008,1180509.855
3861.T,533.4155884,424,558.0493774,10444.72656,4.62,2022-01-11,2022-01-19,6,50.49303267,45.83964049,-4.653392183,1190954.582
7741.T,15751.74902,15,14063.00293,-25331.19141,-10.72,2022-01-18,2022-01-25,5,12.00461704,6.729353134,-5.275263903,1165623.39
5332.T,4838.521973,50,4628.150879,-10518.55469,-4.35,2022-01-24,2022-01-28,4,19.28969791,13.72432733,-5.565370585,1155104.836
9008.T,5193.677246,46,5065.803223,-5882.205078,-2.46,2022-01-21,2022-01-31,6,45.68451786,33.32597878,-12.35853908,1149222.631
7751.T,2692.745117,79,2556.809814,-10738.88892,-5.05,2022-01-25,2022-01-31,4,50.35234432,41.32442303,-9.027921287,1138483.742
9766.T,5440.75,43,5825.935547,16562.97852,7.08,2022-01-20,2022-02-01,7,22.37883122,14.97323119,-7.40560003,1155046.72
7974.T,4555.491211,52,4973.512695,21737.11719,9.18,2022-01-19,2022-02-04,9,24.34779634,20.90139071,-3.446405628,1176783.837
9104.T,2300.919434,102,2243.892578,-5816.739258,-2.48,2022-02-01,2022-02-09,4,34.34552661,24.07274202,-10.27278459,1170967.098
8630.T,4958.967773,46,5116.424805,7243.023438,3.18,2022-01-28,2022-02-14,8,78.00578623,74.03596405,-3.969822175,1178210.122
8604.T,507.3670959,464,508.6852112,611.6054688,0.26,2022-02-02,2022-02-15,8,32.60455919,20.8578607,-11.74669848,1178821.727
7751.T,2626.193359,98,2673.865234,4671.84375,1.82,2022-02-04,2022-02-18,10,44.34958812,37.48776938,-6.861818746,1183493.571
5201.T,5223.080566,44,5251.211914,1237.779297,0.54,2022-02-09,2022-02-21,8,39.71754137,31.05919458,-8.658346794,1184731.35
3863.T,1146.219604,207,1116.081543,-6238.578735,-2.63,2022-02-16,2022-02-21,3,73.36792403,63.47358269,-9.894341343,1178492.771
7211.T,319.3042297,688,300.6372375,-12842.89063,-5.85,2022-01-31,2022-02-22,13,27.23404759,21.09335742,-6.140690168,1165649.881
5232.T,3297.506592,71,3260.141113,-2652.948975,-1.13,2022-02-14,2022-02-22,6,37.62890493,34.55383034,-3.075074597,1162996.932
7974.T,5084.643066,51,4876.915039,-10594.12939,-4.09,2022-02-18,2022-02-24,4,85.92722072,83.39421446,-2.533006267,1152402.802
4503.T,1881.111328,119,1808.200195,-8676.424805,-3.88,2022-02-22,2022-02-24,2,78.42448143,77.57547412,-0.849007312,1143726.378
9502.T,1067.617798,213,1048.936768,-3979.059448,-1.75,2022-02-24,2022-02-25,1,16.45575852,15.31648554,-1.139272982,1139747.318
9434.T,1317.357056,176,1308.855225,-1496.322266,-0.65,2022-02-21,2022-03-01,6,41.89150884,34.82254004,-7.068968796,1138250.996
4755.T,966.4561157,235,910.8898315,-13058.07678,-5.75,2022-02-28,2022-03-07,5,23.23808295,17.54473867,-5.693344284,1125192.919
6103.T,4539.697266,50,4124.85498,-20742.11426,-9.14,2022-03-01,2022-03-07,4,27.24553203,20.30579138,-6.939740659,1104450.805
7832.T,2736.3125,82,2809.592448,6008.955729,2.68,2022-02-25,2022-03-08,7,38.12050871,32.49286416,-5.627644555,1110459.761
6506.T,4562.206543,50,4218.814453,-17169.60449,-7.53,2022-03-02,2022-03-08,4,39.42303899,31.61747015,-7.805568842,1093290.156
9434.T,1307.065186,177,1268.135132,-6890.619507,-2.98,2022-03-03,2022-03-08,3,63.82611726,54.10334542,-9.722771836,1086399.537
8697.T,2044.714722,107,2299.037354,27212.52161,12.44,2022-03-08,2022-03-23,11,9.805767333,9.640826144,-0.164941188,1113612.058
6724.T,1580.203979,138,1784.131714,28142.02734,12.91,2022-03-09,2022-03-24,11,16.48758669,14.58485696,-1.902729732,1141754.085
6981.T,2264.140625,97,2552.111328,27933.1582,12.72,2022-03-10,2022-03-25,11,14.09311927,11.15085794,-2.942261329,1169687.244
8031.T,2859.281982,73,3144.009033,20785.07471,9.96,2022-03-07,2022-03-30,17,46.98535681,37.87250586,-9.112850955,1190472.318
9064.T,2177.564209,101,2243.709961,6680.720947,3.04,2022-03-11,2022-03-30,13,31.66448489,22.31164936,-9.352835536,1197153.039
4704.T,7075.676758,34,7192.791504,3981.901367,1.66,2022-03-24,2022-03-30,4,97.25957232,95.92705163,-1.332520688,1201134.941
5713.T,5744.67627,43,5855.326172,4757.945801,1.93,2022-03-23,2022-03-31,6,56.26438266,47.16569119,-9.098691466,1205892.887
2432.T,1844.558838,137,1839.492798,-694.0474854,-0.27,2022-03-25,2022-03-31,4,92.20111125,91.20065576,-1.000455493,1205198.839
2801.T,8232.337891,28,8083.740234,-4160.734375,-1.81,2022-03-30,2022-04-05,3,44.29968941,39.69205197,-4.607637442,1201038.105
9104.T,2729.405273,89,2501.276123,-20303.49438,-8.36,2022-04-04,2022-04-06,1,54.43091804,50.71783564,-3.7130824,1180734.61
9107.T,2168.192627,112,2008.849976,-17846.37695,-7.35,2022-04-01,2022-04-07,3,36.87915826,31.76545903,-5.113699226,1162888.233
4543.T,3752.919189,63,3725.367676,-1735.745361,-0.73,2022-04-05,2022-04-12,5,75.46225332,72.59042468,-2.871828639,1161152.488
4523.T,5731.71875,40,5418.938477,-12511.21094,-5.46,2022-04-06,2022-04-12,4,76.22707438,72.95154791,-3.275526468,1148641.277
9008.T,4815.032715,48,4706.385742,-5215.054688,-2.26,2022-04-07,2022-04-12,3,64.09585947,60.75716633,-3.338693146,1143426.222
4503.T,1901.961304,122,1941.029541,4766.324951,2.05,2022-04-08,2022-04-18,4,73.88762481,68.3828582,-5.504766605,1148192.547
9502.T,1248.269287,181,1238.747681,-1723.410767,-0.76,2022-04-12,2022-04-19,3,70.25729575,66.50187768,-3.755418065,1146469.137
5232.T,3246.709473,71,3845.663086,42525.70654,18.45,2022-04-19,2022-04-20,1,37.6902244,25.11280696,-12.57741743,1188994.843
9602.T,4694.776367,48,4753.830078,2834.578125,1.26,2022-04-13,2022-04-22,5,28.22852618,23.46817405,-4.760352129,1191829.421
7012.T,2174.423584,104,2192.58374,1888.65625,0.84,2022-04-14,2022-04-25,5,65.33202412,55.24276552,-10.08925861,1193718.077
9983.T,21047.47852,11,20080.61133,-10635.53906,-4.59,2022-04-18,2022-04-25,5,56.95242313,48.56567409,-8.386749035,1183082.538
8628.T,772.835083,295,752.4241333,-6021.230164,-2.64,2022-04-22,2022-04-27,3,74.16553073,68.17128738,-5.994243355,1177061.308
9532.T,1971.470215,118,2251.874268,33087.67822,14.22,2022-04-11,2022-04-28,11,21.39047051,17.23837181,-4.152098702,1210148.986
5233.T,1963.146606,139,1966.016479,398.9123535,0.15,2022-04-20,2022-05-11,13,39.56377852,30.09376313,-9.470015384,1210547.899
4704.T,7075.676758,31,7026.878906,-1512.733398,-0.69,2022-04-27,2022-05-11,8,36.00862078,29.44546943,-6.563151351,1209035.165
1808.T,1324.186768,204,1286.033813,-7783.202637,-2.88,2022-04-28,2022-05-11,7,58.94479041,53.72128825,-5.223502159,1201251.963
4578.T,4113.549316,54,4261.881348,8009.929688,3.61,2022-04-25,2022-05-12,11,52.43696102,43.06950856,-9.367452466,1209261.892
9735.T,8647.726563,26,8025.881348,-16167.97559,-7.19,2022-04-26,2022-05-13,11,59.5110672,56.3117435,-3.199323696,1193093.917
8628.T,768.196228,327,751.4963379,-5460.864075,-2.17,2022-05-11,2022-05-19,6,40.00002091,29.1177192,-10.88230171,1187633.053
5631.T,2853.149414,83,3152.410156,24838.6416,10.49,2022-05-17,2022-05-30,9,35.24223781,29.05109622,-6.191141588,1212471.694
4543.T,3916.260986,59,4103.218262,11030.47925,4.77,2022-05-16,2022-05-31,11,42.78944416,31.18277484,-11.60666932,1223502.174
7733.T,2521.537109,96,2674.447754,14679.42188,6.06,2022-05-12,2022-06-02,15,37.08328381,30.56848819,-6.514795623,1238181.596
3659.T,3048.908691,76,3138.436279,6804.09668,2.94,2022-05-13,2022-06-02,14,32.82429811,26.02484959,-6.799448517,1244985.692
8316.T,3633.058838,67,3718.981689,5756.831055,2.37,2022-05-19,2022-06-06,11,33.64591782,25.86665374,-7.779264075,1250742.523
4063.T,3567.617578,68,3610.424609,2910.878125,1.2,2022-05-31,2022-06-08,5,53.33887089,43.74590154,-9.59296935,1253653.401
7011.T,5144.339355,48,5284.079102,6707.507813,2.72,2022-06-06,2022-06-10,4,90.47539844,88.11494875,-2.360449693,1260360.909
8253.T,1475.370605,172,1446.592163,-4949.89209,-1.95,2022-06-10,2022-06-13,1,70.97567526,69.50455902,-1.471116238,1255411.017
5332.T,4211.315918,62,4124.384766,-5389.731445,-2.06,2022-05-30,2022-06-14,10,24.3150176,17.99207466,-6.322942937,1250021.286
6674.T,2080.746338,119,2066.147949,-1737.208252,-0.7,2022-06-02,2022-06-14,7,28.18178549,23.59494048,-4.586845015,1248284.077
2413.T,3751.601074,66,3580.576416,-11287.62744,-4.56,2022-06-03,2022-06-14,7,31.99917969,25.72826722,-6.270912473,1236996.45
9501.T,528,474,492,-17064,-6.82,2022-06-08,2022-06-15,5,54.70613673,46.39413873,-8.311997995,1219932.45
4502.T,3364.845703,73,3312.372314,-3830.557373,-1.56,2022-06-14,2022-06-15,1,17.07636403,16.46374146,-0.612622576,1216101.893
7912.T,2875.555908,84,2846.38208,-2450.601563,-1.01,2022-06-17,2022-06-27,6,45.59631531,37.41693551,-8.179379807,1213651.291
8411.T,1426.040161,170,1448.942749,3893.439941,1.61,2022-06-20,2022-06-28,6,44.17274351,36.77768965,-7.395053861,1217544.731
2002.T,1450.293091,171,1532.203369,14006.65759,5.65,2022-06-13,2022-07-01,13,14.28346417,12.67339122,-1.610072948,1231551.389
9503.T,1191.230591,203,1269.126099,15812.78809,6.54,2022-06-15,2022-07-01,11,23.07422081,20.83495435,-2.239266469,1247364.177
2269.T,3025.37793,80,3218.692627,15465.17578,6.39,2022-06-16,2022-07-01,10,8.639275638,6.501391704,-2.137883934,1262829.352
6479.T,2367.4646,101,2142.319336,-22739.67163,-9.51,2022-06-27,2022-07-01,3,20.41560741,13.2665853,-7.149022108,1240089.681
4183.T,2811.628906,87,2709.559814,-8880.010986,-3.63,2022-06-28,2022-07-05,4,17.3215372,12.70559171,-4.615945486,1231209.67
9008.T,4790.34082,51,4844.664063,2770.485352,1.13,2022-07-01,2022-07-07,4,83.37359282,80.73726398,-2.636328847,1233980.155
8411.T,1457.823364,171,1439.594727,-3117.097046,-1.25,2022-07-04,2022-07-07,3,70.66669519,66.56706146,-4.09963373,1230863.058
2282.T,4190.126465,58,4092.907715,-5638.6875,-2.32,2022-07-05,2022-07-12,5,85.79711379,83.77700058,-2.02011321,1225224.371
4519.T,3547.239014,69,3610.862305,4390.00708,1.79,2022-07-06,2022-07-14,6,74.98655828,71.48423646,-3.50232182,1229614.378
8697.T,2024.397705,122,2027.311279,355.4560547,0.14,2022-07-07,2022-07-19,8,54.81667883,44.14747679,-10.66920204,1229969.834
6479.T,2289.794434,108,2282.912109,-743.2910156,-0.3,2022-07-08,2022-07-19,7,34.54383483,26.1467585,-8.397076329,1229226.543
8628.T,754.2796021,329,738.5075073,-5189.019165,-2.09,2022-07-11,2022-07-19,6,37.09949742,28.14852778,-8.950969644,1224037.524
1808.T,1492.618164,159,1512.159912,3107.137939,1.31,2022-07-12,2022-07-28,12,53.76625838,44.80323926,-8.963019118,1227144.661
6954.T,4442.516016,68,4465.191797,1541.953125,0.51,2022-07-21,2022-07-28,5,59.12388114,49.40274701,-9.721134129,1228686.615
6273.T,62921.66797,3,64067.65625,3437.964844,1.82,2022-07-20,2022-07-29,7,50.12417582,36.83311886,-13.29105696,1232124.579
5541.T,2321.932861,105,2300.333496,-2267.93335,-0.93,2022-07-19,2022-08-01,9,20.02471725,18.61407472,-1.410642527,1229856.646
9005.T,1542.729004,161,1602.937744,9693.607178,3.9,2022-07-14,2022-08-04,15,64.48715379,60.12817046,-4.358983334,1239550.253
5411.T,1392.894531,171,1308.673096,-14401.86548,-6.05,2022-08-01,2022-08-04,3,69.26169933,64.86946203,-4.392237297,1225148.388
2413.T,4588.825684,50,4592.802734,198.8525391,0.09,2022-07-29,2022-08-08,6,48.5025464,41.665376,-6.837170398,1225347.24
6594.T,9215.764648,26,9798.466797,15150.25586,6.32,2022-08-02,2022-08-12,8,74.18186456,70.21920674,-3.962657818,1240497.496
4911.T,5503.209473,43,5487.403809,-679.6435547,-0.29,2022-08-04,2022-08-15,7,36.92196513,32.44175142,-4.480213712,1239817.853
4568.T,3602.56958,63,4164.266113,35386.88159,15.59,2022-08-08,2022-08-15,5,40.22788313,34.2115606,-6.01632253,1275204.734
4506.T,1085.019775,226,1071.334839,-3092.795654,-1.26,2022-08-05,2022-08-16,7,43.13434346,36.22319949,-6.911143968,1272111.939
7201.T,517.2288818,529,525.2616577,4249.33844,1.55,2022-07-28,2022-08-19,16,36.28331975,34.09165931,-2.191660438,1276361.277
3436.T,1858.321167,149,1848.756958,-1425.067139,-0.51,2022-08-19,2022-08-22,1,79.77009036,78.66279088,-1.107299475,1274936.21
6326.T,2198.425781,113,2167.302002,-3516.987061,-1.42,2022-08-15,2022-08-23,6,58.9593108,48.66286787,-10.29644293,1271419.223
9064.T,2218.478027,112,2163.161621,-6195.4375,-2.49,2022-08-17,2022-08-24,5,40.94834101,32.73635847,-8.21198254,1265223.785
2501.T,2968.04248,82,3027.304443,4859.480957,2,2022-08-16,2022-08-25,7,38.79123162,32.64651524,-6.144716379,1270083.266
5019.T,3444.434326,71,3449.15918,335.4645996,0.14,2022-08-23,2022-08-31,6,75.60928386,73.55926766,-2.050016202,1270418.731
1803.T,728.9862671,354,730.9046631,679.1121826,0.26,2022-08-12,2022-09-01,14,27.93645816,18.58478051,-9.351677646,1271097.843
5631.T,3099.143799,80,2982.926025,-9297.421875,-3.75,2022-08-25,2022-09-01,5,43.49142285,33.62601426,-9.865408591,1261800.421
8354.T,2318.356201,105,2324.024658,595.1879883,0.24,2022-08-24,2022-09-02,7,80.95648926,80.28952511,-0.666964153,1262395.609
5333.T,1902.786377,129,1857.09668,-5893.970947,-2.4,2022-08-31,2022-09-02,2,69.13813474,63.56928441,-5.568850337,1256501.638
9613.T,1929.108276,129,1896.69458,-4181.366821,-1.68,2022-09-01,2022-09-06,3,15.73120224,13.54379554,-2.187406702,1252320.271
1801.T,3921.413086,70,4045.750488,8703.618164,3.17,2022-08-22,2022-09-08,13,41.1627758,39.72092012,-1.44185568,1261023.89
6178.T,905.0800781,270,918.3708496,3588.508301,1.47,2022-09-02,2022-09-09,5,77.14291696,73.75235907,-3.39055789,1264612.398
4061.T,3182.639404,77,3163.695068,-1458.713867,-0.6,2022-09-06,2022-09-15,6,47.69511362,43.40215858,-4.292955039,1263153.684
6473.T,977.4003296,251,963.9718628,-3370.545166,-1.37,2022-09-07,2022-09-15,5,55.56681438,51.5482786,-4.018535787,1259783.139
7911.T,2187.038574,111,2177.297119,-1081.301514,-0.45,2022-09-05,2022-09-16,8,27.28392372,20.39828926,-6.88563446,1258701.837
7741.T,14926.08203,18,14534.2041,-7053.802734,-2.63,2022-09-08,2022-09-16,5,42.56741095,33.67164732,-8.89576363,1251648.035
8001.T,3635.587402,72,3617.518799,-1300.939453,-0.5,2022-09-09,2022-09-20,6,37.25081929,28.50565168,-8.745167607,1250347.095
1605.T,1472.923584,165,1447.032471,-4272.033691,-1.76,2022-09-15,2022-09-22,5,29.52816548,27.88349437,-1.644671105,1246075.061
5019.T,3255.438965,76,3033.370117,-16877.23242,-6.82,2022-09-16,2022-09-26,6,23.22580116,22.95486544,-0.270935723,1229197.829
8766.T,2489.349854,101,2411.823486,-7830.163086,-3.11,2022-09-20,2022-09-26,4,73.0802931,70.29989315,-2.780399951,1221367.666
8795.T,1464.918945,173,1373.184204,-15870.11023,-6.26,2022-09-21,2022-09-26,3,69.52308851,62.68902242,-6.834066095,1205497.556
9531.T,2477.922852,99,2405.553467,-7164.569092,-2.92,2022-09-22,2022-09-28,4,27.21198189,23.37429989,-3.837681995,1198332.987
2871.T,2314.227051,103,2288.922852,-2606.33252,-1.09,2022-09-27,2022-10-07,7,11.0873612,7.733594177,-3.353767022,1195726.654
4901.T,6550.740234,36,6567.425781,600.6796875,0.25,2022-09-28,2022-10-12,9,10.93113127,5.316657663,-5.61447361,1196327.334
7951.T,5109.521973,47,5109.521973,0,0,2022-09-29,2022-10-12,8,17.72712289,8.378593141,-9.34852975,1196327.334
4506.T,1022.209473,238,1004.362976,-4247.466187,-1.75,2022-09-30,2022-10-12,7,32.97945822,21.76532363,-11.21413459,1192079.868
9501.T,465,516,449,-8256,-3.44,2022-09-26,2022-10-13,12,8.376989291,7.586401742,-0.790587549,1183823.868
9020.T,7563.888672,31,7880.736816,9822.29248,4.19,2022-10-07,2022-10-21,10,69.51162013,65.1315057,-4.380114437,1193646.16
8267.T,2783.887451,85,2719.719971,-5454.23584,-2.3,2022-10-14,2022-10-21,5,72.62049194,65.70648202,-6.91400992,1188191.924
7741.T,14840.7002,16,14487.35059,-5653.59375,-2.38,2022-10-19,2022-10-25,4,59.24956685,50.27302432,-8.976542537,1182538.331
3382.T,5506.741699,43,5422.677246,-3614.771484,-1.53,2022-10-17,2022-10-27,8,28.81718336,24.61311196,-4.204071396,1178923.559
8316.T,4002.132813,59,4007.895264,339.9846191,0.14,2022-10-24,2022-10-31,5,56.14787033,51.90930678,-4.23856355,1179263.544
8628.T,754.3649292,314,742.9351807,-3588.94104,-1.52,2022-10-31,2022-11-02,2,81.84119975,76.12407415,-5.717125605,1175674.603
9602.T,5088.241699,46,5078.361328,-454.4970703,-0.19,2022-10-18,2022-11-04,13,39.42110783,28.06569533,-11.3554125,1175220.106
3407.T,919.7059326,255,917.2993774,-613.6715698,-0.26,2022-10-27,2022-11-04,6,21.31343522,17.51450356,-3.798931669,1174606.434
8031.T,3192.81543,74,3594.336426,29712.55371,12.58,2022-10-26,2022-11-08,9,63.25665802,60.36532281,-2.891335213,1204318.988
3086.T,1192.737183,195,1140.963867,-10095.79651,-4.34,2022-11-02,2022-11-08,4,50.38631474,44.14321565,-6.243099091,1194223.191
9201.T,2804.401611,83,2704.068604,-8327.639648,-3.58,2022-11-04,2022-11-09,3,82.5000327,78.94376947,-3.556263227,1185895.552
5020.T,472.7331543,502,468.5114136,-2119.313843,-0.89,2022-10-25,2022-11-10,12,63.09335249,59.63975712,-3.453595361,1183776.238
9107.T,2180.769287,112,2299.638916,13313.39844,5.45,2022-11-08,2022-11-17,7,48.11586155,42.61417595,-5.501685601,1197089.636
8697.T,1989.889648,121,1936.241821,-6491.387085,-2.7,2022-11-11,2022-11-18,5,42.42677215,30.99461562,-11.43215653,1190598.249
7741.T,13501.95215,17,14233.53613,12436.92773,5.42,2022-11-10,2022-11-21,7,23.23804273,17.88007283,-5.357969893,1203035.177
5401.T,2071.161377,113,2070.210693,-107.4272461,-0.05,2022-11-07,2022-11-28,15,56.24749878,48.52823172,-7.719267061,1202927.75
9766.T,6641.015625,38,6650.839355,373.3017578,0.15,2022-11-17,2022-11-28,7,54.19192456,44.22740309,-9.96452147,1203301.051
2432.T,1888.941528,126,1829.603027,-7476.651123,-3.14,2022-11-18,2022-11-30,8,33.97591028,26.13271396,-7.843196324,1195824.4
3402.T,720.6332397,338,721.6102905,330.2431641,0.14,2022-11-21,2022-11-30,7,49.55189714,34.62458654,-14.9273106,1196154.643
7741.T,14487.35059,16,13994.65137,-7883.1875,-3.4,2022-11-28,2022-11-30,2,69.92941592,65.82588997,-4.103525956,1188271.456
4005.T,469.6910706,500,473.5808716,1944.900513,0.83,2022-11-09,2022-12-05,18,25.10797822,20.64195394,-4.466024278,1190216.356
4755.T,647.9423218,360,649.9268799,714.440918,0.31,2022-11-30,2022-12-06,4,26.24999704,23.4775808,-2.772416244,1190930.797
5713.T,4524.889648,56,4662.861328,7726.414063,3.05,2022-11-29,2022-12-12,9,66.32075933,63.29088267,-3.029876658,1198657.211
6954.T,4169.139453,56,4114.776563,-3044.321875,-1.3,2022-12-06,2022-12-13,5,75.23914108,70.70559163,-4.533549456,1195612.889
9983.T,27336.18945,8,26946.52148,-3117.34375,-1.43,2022-12-01,2022-12-16,11,32.48359342,25.29550507,-7.188088346,1192495.546
7211.T,593.4146729,388,571.8002319,-8386.403076,-3.64,2022-12-13,2022-12-19,4,38.17458045,31.64066643,-6.533914025,1184109.143
5301.T,1043.984741,237,1066.362915,5303.627197,2.14,2022-12-02,2022-12-20,12,58.55556201,56.3931507,-2.162411307,1189412.77
9984.T,6021.569336,39,5682.186523,-13235.92969,-5.64,2022-12-05,2022-12-20,11,10.19698481,9.334575304,-0.862409506,1176176.84
5802.T,1535.537964,172,1494.233887,-7104.30127,-2.69,2022-12-12,2022-12-20,6,32.84980203,25.29291399,-7.556888048,1169072.539
9301.T,3135.703857,68,3023.887695,-7603.499023,-3.57,2022-12-16,2022-12-22,4,16.69967571,15.38495744,-1.314718276,1161469.04
6701.T,4620.220703,48,4566.211914,-2592.421875,-1.17,2022-12-19,2022-12-23,4,14.32833619,11.67674102,-2.651595168,1158876.618
8601.T,573.8748169,426,570.9318237,-1253.715088,-0.51,2022-12-20,2023-01-06,10,8.489980943,5.513543645,-2.976437298,1157622.903
2002.T,1547.908691,158,1598.691772,8023.726807,3.28,2022-12-21,2023-01-06,9,16.99997125,10.87606111,-6.123910135,1165646.63
2871.T,2781.786133,81,2699.47876,-6666.897217,-2.96,2022-12-22,2023-01-06,8,60.31057067,53.21103227,-7.099538404,1158979.732
7974.T,5480.668945,40,5352.779785,-5115.566406,-2.33,2022-12-23,2023-01-06,7,14.14629026,10.22871749,-3.917572774,1153864.166
5406.T,615.4065552,366,608.7277222,-2444.452881,-1.09,2022-12-26,2023-01-06,7,75.18084402,69.3631201,-5.817723919,1151419.713
4568.T,4035.244629,57,3923.072021,-6393.838623,-2.78,2023-01-06,2023-01-11,3,14.48028097,12.18597509,-2.294305883,1145025.875
8304.T,2660.324463,86,2561.398926,-8507.596191,-3.72,2023-01-13,2023-01-19,4,65.75412284,58.26450167,-7.48962117,1136518.278
4063.T,3251.653711,70,3754.235156,35180.70117,15.46,2023-01-10,2023-01-30,11,14.81209792,8.132215574,-6.679882346,1171698.98
5411.T,1527.928711,150,1648.933594,18150.73242,7.92,2023-01-12,2023-01-30,9,38.58411005,23.43424907,-15.14986098,1189849.712
6954.T,4116.753516,55,4527.934766,22614.96875,9.99,2023-01-11,2023-01-31,11,24.13794334,12.37423856,-11.76370479,1212464.681
9531.T,2426.573486,96,2803.953369,36228.46875,15.55,2023-01-16,2023-02-01,9,27.01426856,22.85967139,-4.154597165,1248693.149
8801.T,2278.359619,96,2346.749268,6565.40625,3,2023-01-19,2023-02-02,7,15.71342926,11.96094767,-3.752481584,1255258.556
2871.T,2664.204346,94,2569.15918,-8934.245605,-3.57,2023-01-31,2023-02-02,2,19.64945821,16.34054762,-3.308910596,1246324.31
5831.T,1085.67627,235,1041.006226,-10497.46033,-4.11,2023-01-30,2023-02-03,4,56.66664763,51.17427776,-5.492369873,1235826.85
7735.T,4832.391113,51,4734.907715,-4971.65332,-2.02,2023-02-02,2023-02-09,5,88.8424261,87.0340485,-1.808377593,1230855.196
6098.T,4412.007324,56,4355.31543,-3174.746094,-1.28,2023-02-03,2023-02-13,6,60.54432893,53.72968128,-6.814647646,1227680.45
4502.T,4015.808594,61,4029.252197,820.0598145,0.33,2023-02-07,2023-02-15,6,53.75130123,46.71607886,-7.03522237,1228500.51
2871.T,2728.874268,92,2626.969971,-9375.195313,-3.73,2023-02-08,2023-02-16,6,27.66258959,17.69136569,-9.971223905,1219125.315
6305.T,2974.801758,81,3053.214844,6351.459961,2.64,2023-02-09,2023-02-20,7,44.48485239,37.58788647,-6.896965926,1225476.775
8001.T,4011.007324,61,3979.043213,-1949.810791,-0.8,2023-02-13,2023-02-20,5,45.13746863,35.01425499,-10.12321365,1223526.964
7011.T,4921.135254,49,4814.748535,-5212.949219,-2.16,2023-02-15,2023-02-22,5,43.46731763,33.59798153,-9.869336101,1218314.015
3382.T,6039.8125,40,5941.900879,-3916.464844,-1.62,2023-02-16,2023-02-22,4,56.31893082,45.93501569,-10.38391514,1214397.55
9101.T,2962.480713,83,3357.540527,32789.9646,13.34,2023-02-06,2023-02-24,14,70.67041544,64.49619927,-6.174216165,1247187.515
9532.T,2151.413818,120,2141.678711,-1168.212891,-0.45,2023-02-27,2023-03-06,5,76.67074525,71.54498846,-5.125756788,1246019.302
8830.T,3126.544189,82,3102.94751,-1934.927734,-0.75,2023-02-24,2023-03-07,7,46.79238489,38.85363349,-7.9387514,1244084.374
7731.T,1250.564941,197,1325.946777,14850.22168,6.03,2023-02-20,2023-03-08,12,57.81948872,45.08686146,-12.73262725,1258934.596
7003.T,432.8482056,547,438.8048096,3258.26239,1.38,2023-02-22,2023-03-09,11,80.51441151,77.35077118,-3.163640326,1262192.858
9005.T,1601.395874,155,1718.401978,18135.94604,7.31,2023-02-21,2023-03-10,13,17.79711883,12.02292964,-5.774189189,1280328.804
7205.T,568,447,539,-12963,-5.11,2023-03-07,2023-03-13,4,57.69230769,51.94136186,-5.750945834,1267365.804
7751.T,2916.320557,91,2867.224365,-4467.753418,-1.68,2023-03-10,2023-03-13,1,65.37652376,63.42385228,-1.952671478,1262898.051
9766.T,6149.816406,42,6100.696289,-2063.044922,-0.8,2023-03-06,2023-03-15,7,44.66667877,38.5124618,-6.15421697,1260835.006
9503.T,1280.486572,188,1249.468018,-5831.488281,-2.42,2023-03-09,2023-03-15,4,64.14063267,51.89799371,-12.24263895,1255003.517
9613.T,1755.344971,143,1680.27124,-10735.54346,-4.28,2023-03-13,2023-03-15,2,4.297930933,3.5176339,-0.780297033,1244267.974
2432.T,1748.507202,149,1718.837891,-4420.727417,-1.7,2023-03-08,2023-03-16,6,27.00001648,22.18096977,-4.81904671,1239847.247
9107.T,3074.5271,79,2935.994629,-10944.06519,-4.51,2023-03-15,2023-03-16,1,76.80451635,73.63493181,-3.169584536,1228903.181
2802.T,4438.477539,56,4425.663574,-717.5820313,-0.29,2023-03-14,2023-03-17,3,85.48842131,83.68509657,-1.803324743,1228185.599
2871.T,2684.78125,91,2643.627441,-3744.996582,-1.53,2023-03-16,2023-03-24,6,54.90536185,48.80875497,-6.096606872,1224440.603
4568.T,4456.141602,55,4606.036133,8244.199219,3.36,2023-03-20,2023-03-29,7,71.36237356,66.52935047,-4.833023088,1232684.802
4689.T,374.6643982,656,369.2000122,-3584.637207,-1.46,2023-03-17,2023-03-30,9,31.24877339,22.37238997,-8.876383427,1229100.165
6861.T,62599.89844,3,63198.36719,1795.40625,0.96,2023-03-22,2023-04-04,9,61.40308007,52.84652453,-8.556555545,1230895.571
6479.T,2429.234131,125,2377,-6529.266357,-2.15,2023-03-23,2023-04-06,9,42.94738061,30.07065331,-12.8767273,1224366.305
2531.T,1008.466492,240,1021,3008.041992,1.24,2023-03-24,2023-04-10,8,25.1515331,19.46926448,-5.682268616,1227374.347
9432.T,156.8696899,1547,154.9758911,-2929.706787,-1.21,2023-03-30,2023-04-10,4,69.61545628,63.75365895,-5.86179733,1224444.64
9502.T,1373.818726,184,1402.460571,5270.099609,2.08,2023-03-29,2023-04-11,6,32.09305477,25.8746895,-6.21836527,1229714.739
